VC Name,VC Location,Snippet,Short Description,Crunchbase URL,Investment 3 Funding Round Type,Investment 3 Round Type,Investment 3 Company Invested Into,Investment 3 Announcement Date,Investment 3 Value,Investment 3 Type,Investment 2 Funding Round Type,Investment 2 Round Type,Investment 2 Company Invested Into,Investment 2 Announcement Date,Investment 2 Value,Investment 2 Type,Investment 1 Funding Round Type,Investment 1 Round Type,Investment 1 Company Invested into,Investment 1 Announcement Date,Investment 1 Value,Investment 1 Type,Full Description,Normalize a Domain,Growth Score,Clearbit Logo URL
Empirical Ventures,Bristol,"Empirical Ventures supports innovative approaches to critical problems in the fields of biotechnology and life sciences. Bristol, Bristol, City of, United ...",Empirical Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/empirical-ventures,Seed Round - Silveray,funding_round,Silveray,2024-11-18,Empirical Ventures investment in Seed Round - Silveray,investment,Seed Round - Exciting Instruments,funding_round,Exciting Instruments,2024-11-25,Empirical Ventures investment in Seed Round - Exciting Instruments,investment,Seed Round - OSSTEC,funding_round,OSSTEC,2025-03-30,Empirical Ventures investment in Seed Round - OSSTEC,investment,Empirical Ventures supports innovative approaches to critical problems in the fields of biotechnology and life sciences.,empiricalventures.vc,87,https://logo.clearbit.com/empiricalventures.vc
The Longevity Fund,San Francisco,"The Longevity Fund invests in early-stage biotechnology and healthcare companies, focusing on seed to Series B funding. Their investment strategy is ...",The Longevity Fund - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/the-longevity-fund,Seed Round - Circumvent,funding_round,Circumvent,2020-12-09,The Longevity Fund investment in Seed Round - Circumvent,investment,Seed Round - Edocate,funding_round,Edocate,2021-04-29,The Longevity Fund investment in Seed Round - Edocate,investment,Series A - Loyal,funding_round,Loyal,2021-09-23,The Longevity Fund investment in Series A - Loyal,investment,The Longevity Fund is investing in human longevity.,longevity.vc,17,https://logo.clearbit.com/longevity.vc
Quilam Capital,London,"Quilam Capital focuses on debt financing in the financial services and lending sectors, with investments concentrated in the United Kingdom, particularly in ...",Quilam Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/quilam-capital,Debt Financing - Raylo,funding_round,Raylo,2024-09-16,Quilam Capital investment in Debt Financing - Raylo,investment,Debt Financing - Newable Commerce,funding_round,Newable Commerce,2024-11-18,Quilam Capital investment in Debt Financing - Newable Commerce,investment,Debt Financing - Reward Funding,funding_round,Reward Funding,2025-02-24,Quilam Capital investment in Debt Financing - Reward Funding,investment,Quilam Capital provides flexible investment for ventures.,quilamcapital.com,62,https://logo.clearbit.com/quilamcapital.com
Not Boring,New York,"Not Boring invests in seed to early-stage companies, focusing on software, e-commerce, and AI industries, with a geographical focus on major US tech hubs.",Not Boring - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/not-boring,Pre Seed Round - Anima,funding_round,Anima,2022-12-15,Not Boring investment in Pre Seed Round - Anima,investment,Series A - Atomic AI,funding_round,Atomic AI,2023-01-25,Not Boring investment in Series A - Atomic AI,investment,Series A - Summer,funding_round,Summer,2023-11-07,Not Boring investment in Series A - Summer,investment,Not Boring offers strategy and investing from small to big companies.,notboring.co,65,https://logo.clearbit.com/notboring.co
Novalis LifeSciences,Hampton,"Novalis Lifesciences is a globally acting venture capital firm focused on breakthrough technologies in Life Science. Hampton, Virginia, United States · 1-10 ...",Novalis LifeSciences - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/novalis-lifesciences,Post-IPO Equity - Telesis Bio,funding_round,Telesis Bio,2023-05-31,Novalis LifeSciences investment in Post-IPO Equity - Telesis Bio,investment,Series D - Flywheel.io,funding_round,Flywheel.io,2023-06-03,Novalis LifeSciences investment in Series D - Flywheel.io,investment,Seed Round - BlueWhale Bio,funding_round,BlueWhale Bio,2023-09-07,Novalis LifeSciences investment in Seed Round - BlueWhale Bio,investment,"Novalis Lifesciences LLC, is a globally acting venture capital firm focused on breakthrough technologies in Life Science. Founded and managed by Dr. Marijn E. Dekkers, current chairman of Unilever and former chief executive officer of Bayer AG and Thermo Fisher Scientific Inc., Novalis works with a diversified group of project-based specialists leading in their respective life science fields",novalislifesciences.com,26,https://logo.clearbit.com/novalislifesciences.com
Blueprint Equity,La Jolla,"Blueprint Equity is the growth equity investment firm based in San Diego, CA. La Jolla, California, United States 11-50 Private Equity Firm, Venture Capital",Blueprint Equity - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/blueprint-equity,Seed Round - Playbypoint,funding_round,Playbypoint,2025-02-18,Blueprint Equity investment in Seed Round - Playbypoint,investment,Seed Round - AidKit,funding_round,AidKit,2025-03-05,Blueprint Equity investment in Seed Round - AidKit,investment,Venture Round - SponsorCX,funding_round,SponsorCX,2025-04-09,Blueprint Equity investment in Venture Round - SponsorCX,investment,"Blueprint Equity is the growth equity investment firm based in San Diego, CA.",onblueprint.com,52,https://logo.clearbit.com/onblueprint.com
Sacramento Angels,Sacramento,The Sacramento Angels is a membership based organization of active angel investors who invest in early-stage Northern California companies.,Sacramento Angels - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/sacramento-angels,Seed Round - Identical,funding_round,Identical,2023-01-24,Sacramento Angels investment in Seed Round - Identical,investment,Series A - Nalu Bio,funding_round,Nalu Bio,2023-02-28,Sacramento Angels investment in Series A - Nalu Bio,investment,Seed Round - HEN Nozzles,funding_round,HEN Nozzles,2024-10-17,Sacramento Angels investment in Seed Round - HEN Nozzles,investment,"The Sacramento Angels is a membership based organization of active angel investors who invest in early-stage Northern California companies. The group meets once a month over dinner and review presentations from candidate companies. If some members show interest in a presenting company, the group facilitates their efforts to share further due diligence. Members act on their own behalf and make individual investment decisions.

Sacramento Angels membership is open to individuals who are accredited investors with the experience and desire to invest in and work directly with emerging-technology companies. The members have a wide range of backgrounds, including CEO's, senior executives, entrepreneurs, attorneys and professional venture capitalists. They apply this considerable experience to assist their investments with business strategy and implementation, team building and fundraising.

Interested prospective members are invited to complete and submit a membership application. Entrepreneurs whose companies are in need of angel funding should review the investment criteria.",sacangels.com,69,https://logo.clearbit.com/sacangels.com
Richmond Global Ventures,New York,Richmond Global Ventures is the most engaged global venture capital firm in NYC investing in entrepreneurs building transformative global businesses.,Richmond Global Ventures - Crunchbase Investor Profile ...,https://www.crunchbase.com/organization/richmond-global,Seed Round - Lokker,funding_round,Lokker,2020-12-31,Richmond Global Ventures investment in Seed Round - Lokker,investment,Series D - Chia Network,funding_round,Chia Network,2021-05-24,Richmond Global Ventures investment in Series D - Chia Network,investment,Series C - Kueski,funding_round,Kueski,2021-12-02,Richmond Global Ventures investment in Series C - Kueski,investment,"Richmond Global Ventures is the most engaged global venture capital firm in NYC investing in entrepreneurs building transformative global businesses. They seek disruptive technologies that benefit from strong network effects. In the U.S., they target early-stage venture opportunities that can scale globally, and in emerging countries, investing in companies poised to accelerate growth.",rglobal.com,22,https://logo.clearbit.com/rglobal.com
Blueberry Ventures,Belvedere Tiburon,"Blueberry Ventures is a venture firm that invests in brands and business models across food and beverage. Belvedere Tiburon, California, United States · 1-10 ...",Blueberry Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/blueberryventures,Series B - Biena Snacks,funding_round,Biena Snacks,2019-08-14,Blueberry Ventures investment in Series B - Biena Snacks,investment,Series B - Fermented Sciences,funding_round,Fermented Sciences,2019-11-20,Blueberry Ventures investment in Series B - Fermented Sciences,investment,Series B - Flying Embers Hard Kombucha,funding_round,Flying Embers Hard Kombucha,2019-11-21,Blueberry Ventures investment in Series B - Flying Embers Hard Kombucha,investment,Blueberry Ventures is a venture firm that invests in brands and business models across food and beverage. It partners with entrepreneurs building the next generation of nutrition by providing early and growth-stage capital and operational support to help empower growth.,blueberryventures.vc,1,https://logo.clearbit.com/blueberryventures.vc
Bronze Valley,Birmingham,"Bronze Valley is a conference, online resource, venture capital fund, and entrepreneurship and innovation coaching program. Birmingham, Alabama, United States ...",Bronze Valley - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/bronze-valley,Non Equity Assistance - Adravision,funding_round,Adravision,2024-02-08,Bronze Valley investment in Non Equity Assistance - Adravision,investment,Non Equity Assistance - LoanMYSole,funding_round,LoanMYSole,2024-02-08,Bronze Valley investment in Non Equity Assistance - LoanMYSole,investment,Pre Seed Round - Pay4Me App,funding_round,Pay4Me App,2024-09-29,Bronze Valley investment in Pre Seed Round - Pay4Me App,investment,"Bronze Valley is a conference, online resource, venture capital fund, and entrepreneurship and innovation coaching program.",bronzevalley.com,63,https://logo.clearbit.com/bronzevalley.com
